text
"I am Moroccan, born and raised in Morocco and living in Morocco. I must say, sir, you have become an expert. All the information you provided was accurate. 
Welcome anytime to my country! And you should definitely visit the northern cities of Chefchaouen, Tangier, Asilah and the beautiful beaches of Martil!"
"As a moroccan that travels around, what I do with my drone is fully dismantle it, I am talking down to the frame, every screw and bit gets unscrewed and put in different bags, then when i go to morocco and get home, I put everything back together. Illigal? maybe. But I use it only when I go to rural places in the mountains or the desert"
"Thank you so much. Going to casablanca un December and first time in a muslim country. I am a woman, but will be with my husband. Definitely want to be respectful to the people and culture and not offend anyone."
Finally someone who explained morocco in great detail. Thank you. Really enjoyed listening to you speaking.
"I just have a few remarks: 

1. Yes, be careful with photographing. But m it’s similar as in Europe: if you ask kindly the people are mostly uncomplicated. 
They might ask for a tip for being photographed, though 😉

2. Never, I say never! Film military sites, no matter how pittoresque they look. 
You can get into real trouble. Especially at the Borders in Melilla and Ceuta. 

3. About the taxis: the usual price with taxis that have no taximeter (and that’s nearly everyone in Marrakesh, for example) the usual price (again in Marrakesh) for a trip from the station to Jema el Fnaa or from Jema el Fnaa to Gueliz is 35 to 40 dirham. Just that you get an idea. 

4. Yes there are pickpockets, but don’t be afraid. 
Theft or harder crime is a super rare. Simply because of the horrible penalties. 
To give you an idea: a simple theft brings one to jail for 15 years. And: the biggest cities, especially tourist areas, are surveyed by cameras completely. 
If anything should happen, the police is always helpful. 

5. I take one card with me to Morocco only, one that I’m sure it will work there. 
As for the rest of the time I’m sending myself money at Western Union. That’s safe and in my experience super easy. 

And something general, that’s about the same everywhere in the world: be polite, show interest and you will find the most welcoming and friendly people in the world in Morocco. 

If you should have more question further questions, just let me know. B’slama"
"I just got back from Morocco and every point you made is 100% accurate. Take cash, be aware, don't take pics, be careful in Medinas but also respect the country, people and their culture! Marrakech restaurant recs for Moroccan food, DAM (dejeuner at Marrakesh), La Pergola (for fusion Moroccan and great ambience! Fez - Cafe Clock in the Medina (historic building and very inexpensive Moroccan food), Palais Tijani in the medina - very authentic Moroccan food. In Dades Valley - highly recommend Riad Paradise for staying one night to break the journey to the Sahara. Yes get the luxury tents for extra $, so worth the serve and accommodations. In Fez visit the Tannery if you can stomach the smell of the carcass. Also don't miss Chefchaouen - a gem!"
"For anyone coming from Canada. Canadian ATM cards work in Al-Barid and BMCI banks. Go with Al-Barid, it has good conversion and no fee."
"But nonetheless, you are still allowed to film, unlike many other nations! Just be respectful and don't film people without their permission.

I'm Moroccan and I visit about twice a year. I never waited at airports for more than 20-30 mins. I don't know where the three hours you mentioned is coming from. Perhaps it was in Marrakech on unusually busy day. Thanks for the tips. I enjoyed your YouTube video."
"Great, i would like to offer my services as a tour guide here in Morocco, so please if you need informations feel free to contact me ."
How strict are they regards drinking a glass of wine or a beer at restaurants? Possible to find it in shops?
What can you say about renting a car and driving to Merzouga?
"As someone born and raised in Casablanca, I’ve never visited the Old Medina. It’s not entirely safe to walk around there, especially if you’re carrying a visible camera or phone. The building you saw didn’t collapse by accident it was intentionally demolished as part of replacing old structures with newer ones"
"I have visited Morocco a lot and I have never found a country like it in eating one of the best foods in the world and the people are kind and loving a lot and Morocco is beautiful by nature from the most beautiful cities of Marrakech, Tangier, Agadir, Casablanca and in the countryside mountains, plains, forests, the Mediterranean Sea and the Atlantic Ocean I loved eating a lot of foods in Morocco"
"everybody who visits kenya always leaves with something, Davud has alway mentioned chai, mandazi and sometimes chapati these are kenyan foods he mentions them even in other countries."
"Hi, I watched some of your videos  its fascinating and I like your kindness and your generosity it's amazing I learn a lot from your videos about people, we pretty much the same as human. Im watching your videos from Ivory coast and you mentioned that the biggest church in the world is from Ivory coast  i thought the biggest church is from Vatican also you mentioned the largest Mosque is from Morocco i belive its from Saudi Arabia Mecca,  i might be wrong but if you look in to it i appreciate it God bless you,  thank you for showing us your experience."
Beautiful mosque 🕌 🎉 watching from Ghana 🇬🇭
"Hassan 2 Mosque is a work of art ما شاء الله تبارك الله. The churches you talk of was probably Mosques originally. If you want to see beautiful Masjids, Abu Dhabi, Madina & Mecca the grandest of the all اللهم بارك."
You are so incredibly kind. I am glad you enjoyed my country <3. Azerbaijan is definitely on my list!
"Brother its so rude that always in your videos you keep saying egypt has a lot of scams and cheaters and compare it with other countries. Egypt has the greatest history and civilization in the world. It has always been a touristic country so scams is normal to happen at the same time you should mention also all of the great things egypt has like history, people, civilization etc... you are just giving me an impression that you are racist or maybe because egypt did not offer you discounts you are just talking like that. You should understand that people from different countries watch you and then when you talk bad about their.country is so offensive."
"this guy is definition of respect, when you respect the country you are visiting in spite of all the good and bad thinks you will see, if you dont have any stereotyps, karma do the magic and make your travel easiest and safe. People like you are more then welcome in our beautifull country."
اجمل دول عربية هي المغرب لبنان 🇰🇼🇱🇧🇲🇦❤
بالصدفة شهادت  قناتك مرحبا بك في المغرب ونعمة الأخلاق سماهم على وجوههم الله يوفقك كل خير تحية لك من اختك أسماء
Finally!!! Welcome to morocco brother you will now truely exerience the gentle hospitality <3 that you deserve
تحياتي
مرحبا بك في المغرب
assalamou Alaikoum Dawud. I was born in Morocco but spent the last 35 years in Canada. I know every place you visited but you made me enjoy seeing my country through your video as if I have never been to it before. Well done!
ويجي واحد كرغولي يقليك زليج جزاءري ، الله ينعل لي مايحشم
Speaking directly to the viewer (�you�) boosts retention.
Hi great vlog 🙂 What is the name of the hotel you stayed? I can't seem to find the link 🙌
Absolutely fine succful Ladies God bless 😅😅🎉😂
OH EM GEEE!! I started watching this vlog a week ago and finally got to the end! I kept getting interupted! It was so much fun roomy! Cheers to more celebrating of each other and more girls trips! 🥰🥰
22:20 those sunglasses are cuuuuute! Also your hard work in the gym is definitely showing. A few vlogs ago you came back after a short hiatus and I could see the difference.
Yess the security walking yall to the speakeasy definitely gave thriller movie vibes!😂😂
Morocco definitely looks like a vibe!!
"I was trying to find a channel like this idk for so long , godd the calmness and the lowkey comfort , fallen in love with your videos:)) good work!"
"Honestly, I don’t know why your channel isn’t more popular yet. The footage is stunning and the content feels incredibly authentic. Your videos make me feel like I’m actually there experiencing the place myself. So happy I discovered your channel, and I hope it gets the recognition it deserves :)"
"Your vlog reminded me of the good feelings I had when I visited Taghazout last summer.
Taghazout is the best place I went to so far, a local told me that the first months of the year are where it gets most beautiful and I guess he wasn't wrong, the sun, surfing vibe, the colors the street are just so beautiful and match so well."
How do you always find such a beautiful music ? Your video always makes me so calm and relaxed
I need the name of the vintage camera you use plizzzzz
I wish i could travel the entire world without currency 😂❤
"Welcome to Morocco.
that breakfast was so expensive.. you can find many cafees in taghazout with less prices."
"Hey there, love your vlogs, been watching since Egypt. You mentioned here that your using a vintage camera, which one?"
Hi what vintage camera you using? btw love your vlogs!
Your vlogs really help to manage anxiety and it feels like a good move thx!!
The places you go to are so pretty and you make everything seem peaceful I’ll definitely try going to Morocco one day but I’ll recommend you going to Edinburgh in Scotland it’s so pretty I visit it once and it was an amazing experience the ppl are so nice!!❤
Your vloggs are 😍. wich camera do you use? you said it were vintage.
"From the hands-on babouche making workshop, to the smells, sounds, and sights of the ancient medina, our time in Marrakech was so immersive and unforgettable! Stay tuned for our next video, where we’ll take you on a little Morocco food tour around the city! 🇲🇦

Tours and experiences we did/recommend in Marrakech:
🥿 Marrakech: Babouch Making Workshop in the Medina - https://gyg.me/aK6etO6R 
🎈 Marrakech: Balloon Flight, Berber Breakfast & Certificate - https://gyg.me/ACPEYmT4
🐪 Marrakech: Agafay Desert Quad & Camel Rides with Dinner Show - https://gyg.me/hlWgQlji
💦 From Marrakech: Ouzoud Waterfalls Guided Hike and Boat Trip -https://gyg.me/kQN0JUYM
🌅 Marrakesh: Early Morning 40-Minute Balloon Flight - https://gyg.me/Kb4edaSj 
🌿 Marrakech: Atlas Mountains, Ourika Valley, Waterfall & Lunch - https://gyg.me/O9dJ5m5Y 
🌾 From Marrakech: 3-Day Merzouga and Sahara Desert Tour - https://gyg.me/2pDMC1bH 
🧖‍♀ Marrakech: 3H Traditional Hammam & Massage & Hotel Transfer - https://gyg.me/iYx3lzFa 
🌙 Marrakech: Street Food Tour by Night - https://gyg.me/syRD0glI 
🥘 Marrakesh: Moroccan Dishes Cooking Class with a Local Chef - https://gyg.me/LIeXdZCk
🕌 Marrakech: Bahia Palace, Saadian Tombs, Souk and Medina Tour - https://gyg.me/tZbMSmhr 
🍵 Marrakech: Street Food Tour with a Local Guide - https://gyg.me/syRD0glI 
🛍 Marrakesh: Guided Souk Shopping Tour with a Local Guide - https://gyg.me/ZzTzxTDp
🥾 Marrakech: Colorful Medina Souks Guided Walking Tour - https://gyg.me/6BnTEgvm 
🚐 Marrakech: Private Transfer to or from Marrakech Airport RAK - https://gyg.me/GwhgFMi7 
🪘 Marrakech: Pottery Workshop with Moroccan Tea - https://gyg.me/9Hyvh9rE"
مرحبا بكم في المغرب 🇲🇦 أتمنى لكم رحلة سعيدة تحياتي من المغرب 🇲🇦 ❤
"We've just returned home after spending a week in Marrakech. 
We made Babouches with the same Artisan. We knew it was the same because Claire and Chad's sticker was on his sewing machine. He said that we are the second couple that have come to his workshop and mentioned that we had come on your recommendation. 
Our Babouches fit perfectly, they will hold great memories of Marrakech for many years."
"THANKS for sharing your videos , for your contagious positive energy  & for your refreshing smiles...
 I hope you enjoyed your stay in morocco.
Wherever you go, go with all your heart (Confucius)..
BIG SALAM  from casablanca  to  both of you ..
Peace & Love"
bonjour bienvenue au maroc continue n'oublier sahara et marocaine merci beaucoup ❤❤❤❤
"9:11 if you still need a final step which is adding the bottom of the shoe so you can actually walk with it and make it tougher , otherwise what you have should only be used inside at home"
"Im so glad you finally got to Visit Morocco, I’ve been watching you for yearS. 
Hope you had a great time and sorry for the food poisoning happened to you Clair. 
Looking forward to see more of your Moroccan trip."
"If you want this experience click here for my full guide to Morocco with exact links to book this exact experience!
https://itsayanaiman.com/shop/22428df0-e772-4283-bfd4-0e0cb1df3f84

His instagram is @abdillah.tb 😊"
"Finally, someone who likes Morocco"
Dam she fine
Now go find jj maybank
My friend did that at school and the entire grade called her a terrorist
Omg I fell in love with your fashion sense. Amazing choice of clothes and accessories ❤ ill definately try to recreate it
Algorithm finally did something right
I’m so glad to finally see people supporting Morocco like it’s meant to be:] I’m Moroccan😋
Arabian nights my ass go and orientalize you’re own culture
No one cares. But you apparently need attention
"Black peoole HATE MUSLIMS. But try our shit on, fake ass culture . Yall got do rags and gang bandanas why you jockin"
Algorithm finally did something right
Algorithm finally did something right
In Morocco you get quality and quantity..
"If you want to absolutely live in Africa continent, the best choice is you can surely take : Morocco . It's a country that surpasses all other African nations, including even South Africa, in terms of infrastructure, modern roads, tarmac everywhere, hotels everywhere, transportation is really modernised, and internet access even in atlas mountains. Morocco, ladies and gentlemen, is a paradise for Europeans; they adapt easily because of the kind people, the year-round sunshine, and the delicious food, which has a completely different flavor from Europe. This is because the meat is local and the vegetables are saturated with sunlight, taste really very delicious 😋 enhancing their flavor compared to European vegetables. And as a Moroccan, mu best city, is Agadir, not because i m from Agadir, but because the population there is very kind , very helpful, very careful, and very berber amazigh and all time 25 ° Celsius even in December and winter"
bro your dad knows ball that’s so cool that he mentioned how good the orange/juice is because that’s literally one of my favorite things about morocco
"I was there in 2023, the city of Marrakech is a charming city that I loved very much , and the Moroccan people are one of the best in the world , and we visited the city of Tangier, close to Europe, just 14 kilometers away, there is the grotto of Hercules, and near the confluence of the Mediterranean Sea with the Atlantic, and at sunset people gather to watch the sunset in Morocco"
"Take a ride to Imswane ,surfing is great there"
"Welcome to taghazoute ,go to Munga’s for a bite and a drink,don’t miss the sunset up the mountain of the skate park"
No one should be surprised at the hospitality and honesty from the people of Morocco. It is a majority Sunni Muslim North African continent. This is normal 🫶🏽
"Who exactly are “they”? This vague framing is misleading and unnecessary. Morocco does not need validation from unnamed critics, nor does it need to be defended against imaginary judgments. Using such a title is cheap clickbait and poor content practice. We all know that Morocco is a beautiful and safe country, based on reality and lived experience not on the opinions of an undefined “they.” Content should be honest, clear, and responsible. Be careful with misleading titles like this."
"I like your language style, very refined language, and I loved your expression somewhere by the end of the vlog when you said : ""just scratched the surface"" when talking of your debut in discovering the country, its people and culture... Wishing you a pleasant stay"
"Brother, I was born and lived in Marrakech until I was 22, then I went and lived in Boston, Mass for a little over 18 years, then I went back to Marrakech (in 2020), so I think I'm qualified to speak about both countries. Boston will stay in my heart til the day I die. I LOOOOOOVE Boston and the Bostonians, but Morocco is another level. The people, the infrastructure, the cleanliness, the calm and the peace of mind are second to none, so I decided to stay in Marrakech forever. Thank you for this video and I wish you nice and happy stay in Morocco."
"Ha! You got the white male priviledge treatment. Your dkin and gender afforded you a favorable outcome.  Women and especially, black women get a disregard vibe. As a black woman my experience was not as bad like other utubers videos I've seen with being disgustingly jeered at or called the N word. However, I found many in Marakkech to lack warmth. I stayed in a few Riadhs and that's where I found peace, relaxation and great treatment. Outside the riadh I was irritated.  All tours and bus trips stop at many places to have you spend money and they are super rude if you don't buy something. The expectation to tip for every blessed thing is what really pissed me off, it was such a turn off. They were rude if you tipped less than what THEY feel you should give as a TIP. 
All in all I want to visit again ONLY to revisit my riadhs they were SO good to me.  I want a turkish bath. I hope you enjoyed your entire trip and didn't get sick with the woman coughing on the bus. 😂"
ام شنطات عبادة الأجانب في ما مشيتي كتلقاهم عطيو راسكم القيمة يا المدلولة فين ما بان ليكم البراني كتلصقو فيه آلله اعطيكم العز اما الدل راكم غارفين فيه ..!!
"If you're still in Tamraght, hit me up! I invite you to coffee 🙂. I'm Ismail btw"
"This is morocco the land welcoming any visitor of any country and any religion, muslim christian , jewish boudhiste or even agnostic, peaceful and cheering  atmosphere is our device with all our defaults and advantages..’enjoy it!"
"The taxi prices seemed a bit too high, definitly bargain with them but know that tourist tax exists haha"
"Enjoy Morroco!Taghazout is one of my fav places! Was there surfing this christmas!  If you havent done so check out the souk in Adjadir, biggest one in Africa.. Best exchange rate is going to a bank atm!"
Welcome to Morocco bro. Maybe we meet in Tamraght or Taghazout.
23:01 It's a Tangerine (Tangier Morocco) / Clémentine or Mandarine 😊 Welcome to Morocco 🇲🇦
"Awesome - Ropey in Morocco!
The Marrakech airport already looked so beautiful! 
I was in Morocco about 15 y. ago and loved it, esp. Marrakech (had a wild motorcycle taxi experience there - super friendly, after I injured myself - drove me through the Souk to a pharmacy that was open on that day), Essaouira, and the Atlas Mountains. Fes and Meknes are also worth visiting. Even Casablanca, pourquoi pas?
And hey, watching the rest of the vid with you arriving at your surf pod close to Agadir - hey that pre-Full Moon on NYE was in Gemini - lots of variety, talkative dj, Ropey learning French... niiice hostel rooftop! 
And looks like you saw your European chica from Bacalar again (hope I'm right, lol). 
EnJoy! And happy new Travel Year!"
"Merci d'être venu au Maroc et en Afrique. 
Grâces a des personnes comme vous qui visite nos pays que les autres occidentaux européens ou américains verront que nous sommes des peuples dans notre très grande majorité, nous sommes pacifique et respectueux des autres cultures ou religions !
Je dis ça, car en se moment certains médias mainstream n'arrête plus de nous agressés soit comme musulmans ou a cause de nos couleurs. 
Je vous souhaites un bon séjour et des bonnes aventures,
Mes sincères salutations de Maroc et merci encore 🕊🕊🕊🤝"
"As always, people can't judge an entire country by visiting only one city. Many people judge Morocco based on Marrakech alone. Morocco is much more than that. Each city has its own soul. It's as if people only go to New York and base their entire opinion of the US on that single visit."
I am glad you are enjoying your travel in Morocco.  I thank you for letting people know Morocco is great Country and friendly people.I am  canadian citizens living in Canada 42 years in Edmonton Alberta now and everytime I come to Morocco it amazes me more and more. Welcome to Morocco.
"— Hey Ropey 👋 !!…. 
Si tu veux avoir les meilleurs conseils sur la région et ses environs , rentre en contact avec Kévin , le youtubeur américain 🇺🇸 de la chaîne ""  Mor accro "" , cela fait plusieurs années qu’il habite cette région , c’est un fan du yoga et du surf 🏄‍♀️ et il parle très bien la langue locale , j’en suis sûr qu’il sera ravi de vous rencontrer et dialoguer avec vous et vous communiquera les meilleurs conseils !!… ❤❤"
"Howdy Ropey, thanks for the video from Morocco. I’ve been all through Europe but never to North Africa & it’s looking very interesting so far. Is that Sabrina from Cozumel, that I see walking with you the next morning? I guess we’ll have to wait until your next video to be reintroduced, can’t wait."
Well I think you did  a fine job at twirling your tassel ...what fun festivities!!
How do find surf hostels? Also you dont travel with your board do you?
"Extra note. Africa as a continent is so underrated, probably due to war and poverty stories etc. Depending on what you believe in, life started on this vast continent and its very different north, south, east & west, so soak it up mate…
Keep filming 🎥🎬"
Africa is a beautiful continent. I’ve been to South Africa (Cape Town & Jburg). The people were soooo nice & welcoming. I was there for 2 weeks and will never forget my experiences.
"So glad you are in Morocco. We go every year. You’ll love it! Driving is no issue. He who dares, wins! Don't forget Coucous on Friday. Curious, what flight route did you take to Marrakech? We're in Houston which is a United hub and you said you took United across Atlantic. Thanks for the videos and glad CDMX experience is distant memory."
"Wow, reminds me of my trip to Egypt! I am actually going to PDC next week for one week, leaving PDC on the 17th so not sure if you'll be back? Santa left a couple of things for you in Toronto, which I will bring with me 😂 In the meantime, enjoy every minute and Happy 2026 🎉"
OMG that is one of the places we styed in Tamraght SurfAppart. The two guys that run it were nice but don't speak english or french and the omlette was interesting but required lots of scraping off the plate! lol I was happy we had a rental car to get to the beach but it is walkable. In the middle of Taghazout beach there is a place with some restaurants to chill and get a good coffee also some Airbnb rentals in that compund I would stay at if we go back.
"Morocco looks amazing so far, Ropey!☕ I hope you are able to get some surfing in! 🇲🇦🫶🌊"
"Saludos desde Argentinaa, no dejes de hacer videos con la traducción escrita, me super ayuda a mejorar mi ingles, hermosa la estetica de los videos, I really like :)"
It was mentally healing
"This video is absolutely enchanting  👒  and the charming streets, stunning architecture and beautiful surroundings make it a must visit destination  💖  thank you for taking us on this gorgeous virtual journey of Morocco and greetings from  🇲🇨  Indonesia"
مرحبا ❤😊
An enchanting roam-around through Marrakech. I loved your villa  and the fabulous bazaar! Absolutely beautiful video!!!❤😊❤
"If morocco does follow through on killing the 3 million dogs to satisfy their islamic population for being ""unclean"" as ""they"" put it, many people like me will never buy a box of clementines again and  i will encourage others to boycot all moroccan products in the west and to boycott tourism to morocco.    Sometimes you have to do whats morally right instead of what socio-religio fanatics want you to do that have proven themselves to be less than ethical or neighborly towards society around them wherever they go."
"Morocco is truly a dream destination 🇲🇦✨ From the Sahara Desert to the Atlantic coast near Agadir and Taghazout, every region has its own magic. If anyone needs real desert adventures or sandboarding experiences, Morocco vibes hit different 🔥🏜"
"Thanks so much. 
What driving fines were you getting fined for?"
"Morocco is a cool country for visit, but you need to extra cautious on choosing its tour agency.
i had a very bad experience a group consist of 4 person was abandoned by saber maliki from merzouga tours after we got a car accident fell from the cliff, all hospitalized and 1 need a surgery
we transported by an ambulance to the hospital and the agency just disappear with no explanation, no any support including medical expense, logistic, no response when we tried to reach even they didnt return the money even though its the first day of total 3 days schedule
so please be careful, i dont want any of you have same experience with me"
Why did you get many fines?
"This Morocco travel video is incredible 🇲🇦✨ 
 I am going to explore trekking in Atlas Mountain Omar Adventures while planning my next trip 🌿"
Tambako santimbo mane
أنا من المغرب ومرحبا بكم كاملين في المغرب 🇲🇦🇲🇦🇲🇦🇲🇦🇲🇦🇲🇦💚❤️
"Do not travel there. This country treats dogs like pests; they kill them by shooting, culling, etc.  Find out destinations."
What were the traffic fines for?
"Hi, what were the fines for? Justified or just corrupt police? Genuine or fake fines?"
Are there monkeys in monkey finger trail?
"Dreaming of an unforgettable trip to Morocco? 🇲🇦 Explore the beauty of the Sahara Desert, hidden gems, and authentic cultural experiences! Check out my blog 'Desert & Beyond' for expert travel guides and insider tips: https://desertandbeyond.blogspot.com 🌍✨"
مرحبا بكم في بلدنا المغرب
مغربنا حبيب بوابة إفريقيا غالية
Fines in marroco for what?
Why did the police fine you on the highway?
Just stay away from mountain trales
السلام عليكم ورحمه الله وبركاته مرحبا اتمنى زيارت قناتي المتواضعة التعريف الأماكن الجميلة بالمغرب وشكرا ❤
"10:47 I've been watching videos for the last few weeks, before planning my trip to Morocco. That's definitely the best video on YouTube, and great blog too! 👏🏼

Question: I'm very happy to rent a car a drive but, why did you get those fines? 🤑 Anything you'd recommend to avoid those? 🤔

Thanks guys!🙏🏼"
